Custom Heading: ,,,,,,,,,,,,,,,,
Formatting Options: Sort Options -  Invoice Date ,,,,,,,,,,,,,,,,
Date Selection: 02/01/2019 to 03/10/2020,,,,,,,,,,,,,,,,
Customer Selection: 467367 ESTATES PHY & SURG SUPPL,,,,,,,,,,,,,,,,
Supplier Selection: ALL,,,,,,,,,,,,,,,,
Item Selection: ALL,,,,,,,,,,,,,,,,
Advanced Options: NA,,,,,,,,,,,,,,,,
Cust#,Customer Name,McK Item#,NDC/UPC,Item Description,Generic Description,OrigInvc,Invc/Cred#,Invc/CrDate,C,Ord Qty,Fill,Return,Net,UOM,Unit Price,Ext.Price
467367,ESTATES PHY & SURG SUPPL,3631298,43386002860,CLOBETAS PR T/S .05% LUP 50ML@,clobetasol propionate,7171846503,7171846503,12/10/2019,Y,4,4,0,4,EA,20.21,80.84
467367,ESTATES PHY & SURG SUPPL,3676376,85140900722,DERMOPLAST PAIN SPRY 2.75OZ,benzocaine/menthol,7171846508,7171846508,12/10/2019,N,3,3,0,3,EA,4.94,14.82
467367,ESTATES PHY & SURG SUPPL,3748068,85140900724,DERMOPLAST FIRST/A SPRY 2.75OZ,benzocaine/benzethon Cl,7171846508,7171846508,12/10/2019,N,5,5,0,5,EA,4.94,24.70
467367,ESTATES PHY & SURG SUPPL,1276708,45802041926,AMMON LACT LOT 12%  PER 400GM@,ammonium lactate,7171496029,7171496029,12/09/2019,Y,10,10,0,10,EA,25.68,256.80
467367,ESTATES PHY & SURG SUPPL,1339514,30904615760,VITA D TAB 50MCG    MMP   100@,cholecalciferol (vitamin D3),7171496036,7171496036,12/09/2019,Y,15,15,0,15,EA,2.11,31.65
467367,ESTATES PHY & SURG SUPPL,1905405,65862052560,PIOGL MET TAB 15/500MG AURO60@,pioglitazone HCl/metformin HCl,7171496035,7171496035,12/09/2019,Y,3,3,0,3,EA,27.67,83.01
467367,ESTATES PHY & SURG SUPPL,2025161,00378306577,FENOFIBRATE TAB 48MG MYL  90@,fenofibrate nanocrystallized,7171496035,7171496035,12/09/2019,Y,4,4,0,4,EA,6.39,25.56
467367,ESTATES PHY & SURG SUPPL,2054237,62175030232,RABEPRAZ SOD DR 20MG LAN 30@,rabeprazole sodium,7171496034,7171496034,12/09/2019,Y,2,2,0,2,EA,6.84,13.68
467367,ESTATES PHY & SURG SUPPL,2078392,16714085202,METOPROL SUCC ER 25MG 500NSTR@,metoprolol succinate,7171496035,7171496035,12/09/2019,Y,6,6,0,6,EA,34.80,208.80
467367,ESTATES PHY & SURG SUPPL,2129476,30536589688,RUGBY NICOTIN 21MG PTCH WAT14@,nicotine,7171496037,7171496037,12/09/2019,Y,4,4,0,4,EA,19.42,77.68
467367,ESTATES PHY & SURG SUPPL,2134898,00168005546,BETAMET DIP CR 0.05%SAN 45GM@,betamethasone dipropionate,7171496033,7171496033,12/09/2019,Y,6,6,0,6,EA,25.32,151.92
467367,ESTATES PHY & SURG SUPPL,2134898,00168005546,BETAMET DIP CR 0.05%SAN 45GM@,betamethasone dipropionate,7171500719,7171500719,12/09/2019,Y,4,4,0,4,EA,25.32,101.28
467367,ESTATES PHY & SURG SUPPL,2134898,00168005546,BETAMET DIP CR 0.05%SAN 45GM@,betamethasone dipropionate,7171500720,7171500720,12/09/2019,Y,4,4,0,4,EA,25.32,101.28
467367,ESTATES PHY & SURG SUPPL,2442705,00591578201,ATENOL+CHL TAB 50/25 WAT  100@,atenolol/chlorthalidone,7171496029,7171496029,12/09/2019,Y,3,3,0,3,EA,31.44,94.32
467367,ESTATES PHY & SURG SUPPL,2464444,00781163501,ISOSOR OR TB 5MG    SAN   100@,isosorbide dinitrate,7171496029,7171496029,12/09/2019,Y,6,6,0,6,EA,12.89,77.34
467367,ESTATES PHY & SURG SUPPL,2559029,42291074701,SILDENAFIL TAB 50MG AVK 100,sildenafil citrate,7171496032,7171496032,12/09/2019,N,1,1,0,1,EA,22.61,22.61
467367,ESTATES PHY & SURG SUPPL,2706745,59762372001,ALPRAZOL TAB 0.5MG  GRE   100@,alprazolam,7171753823,7171753823,12/09/2019,Y,1,0,0,0,EA,0.00,0.00
467367,ESTATES PHY & SURG SUPPL,3300613,65862056099,PANTOPRAZ SOD DR 40MG AUR1000@,pantoprazole sodium,7171496029,7171496029,12/09/2019,Y,4,3,0,3,EA,39.29,117.87
467367,ESTATES PHY & SURG SUPPL,3459427,60505083001,MOMETAS FUR NS 50MCG APX17G@,mometasone furoate,7171496028,7171496028,12/09/2019,Y,3,3,0,3,EA,27.52,82.56
467367,ESTATES PHY & SURG SUPPL,3471570,68180029706,DULOXETIN HCL DR CP40MG LUP30@,duloxetine HCl,7171496029,7171496029,12/09/2019,Y,1,1,0,1,EA,70.59,70.59
467367,ESTATES PHY & SURG SUPPL,3556750,69097085412,NAPROXEN TAB 375MG CIP 500,naproxen,7171496031,7171496031,12/09/2019,N,1,1,0,1,EA,37.98,37.98
467367,ESTATES PHY & SURG SUPPL,3732948,11534016503,FOLIC ACID TB 1MG   SUNR 1000@,folic acid,7171496035,7171496035,12/09/2019,Y,4,4,0,4,EA,10.77,43.08
467367,ESTATES PHY & SURG SUPPL,3744471,10370034611,MEMANTINE HCI ER CAP 7MGPAR30@,memantine HCl,7171496035,7171496035,12/09/2019,Y,1,1,0,1,EA,41.46,41.46
467367,ESTATES PHY & SURG SUPPL,3904125,30536117810,MECLIZ HCI CPLT12.5MG MMP1000@,meclizine HCl,7171496030,7171496030,12/09/2019,Y,1,1,0,1,EA,22.63,22.63
467367,ESTATES PHY & SURG SUPPL,1489079,30193731150,CONTOUR NEXT TEST STRIPS 50,blood sugar diagnostic,7171252264,7171252264,12/06/2019,N,48,48,0,48,EA,56.14,"2,694.72"
467367,ESTATES PHY & SURG SUPPL,1875111,30904053046,TAB-A-VITE          MMP    30,multivitamin,7171252264,7171252264,12/06/2019,N,48,48,0,48,EA,0.85,40.80
467367,ESTATES PHY & SURG SUPPL,2559425,69238105401,CHLORPROM HCLTB 10MG AMN 100@,chlorpromazine HCl,7171252263,7171252263,12/06/2019,Y,2,2,0,2,EA,144.35,288.70
467367,ESTATES PHY & SURG SUPPL,3461845,62559019016,METOCLOPR OS5/5ML AF ANI 16OZ@,metoclopramide HCl,7171252263,7171252263,12/06/2019,Y,3,3,0,3,EA,12.17,36.51
467367,ESTATES PHY & SURG SUPPL,3508587,30904646220,DIMAPHEN CLD&ALL PE MMP 118ML,brompheniramine/phenylephrine,7171252264,7171252264,12/06/2019,Y,24,24,0,24,EA,1.20,28.80
467367,ESTATES PHY & SURG SUPPL,3623881,57237008663,RIZATRIPTAN BENZ ODT10MGRIS18,rizatriptan benzoate,7171252263,7171252263,12/06/2019,Y,2,2,0,2,EA,7.38,14.76
467367,ESTATES PHY & SURG SUPPL,3675287,30536999512,CONDOM PREM LUB     MMP    12@,"condoms, latex, lubricated",7171252265,7171252265,12/06/2019,Y,1,1,0,1,EA,1.95,1.95
467367,ESTATES PHY & SURG SUPPL,3902707,35167221308,IBUPROF CHL OS100MG/5MLTAR4OZ@,ibuprofen,7171252266,7171252266,12/06/2019,Y,100,100,0,100,EA,2.17,217.00
467367,ESTATES PHY & SURG SUPPL,1751098,31722073090,IRBESARTAN TAB 150MG CAMB  90@,irbesartan,7170987183,7170987183,12/05/2019,Y,2,2,0,2,EA,14.25,28.50
467367,ESTATES PHY & SURG SUPPL,1780550,65862006399,METOPROLOL TAB 50MG AURO1000@,metoprolol tartrate,7171058997,7171058997,12/05/2019,Y,3,3,0,3,EA,15.53,46.59
467367,ESTATES PHY & SURG SUPPL,1802255,30904262170,CHEWABLE-VITE TAB   MMP   250@,pediatric multivitamin no.17,7171058996,7171058996,12/05/2019,Y,4,4,0,4,EA,3.66,14.64
467367,ESTATES PHY & SURG SUPPL,1819093,30193737701,CONTOUR NEXT METER       37701,blood-glucose meter,7171058996,7171058996,12/05/2019,N,12,12,0,12,EA,16.15,193.80
467367,ESTATES PHY & SURG SUPPL,1901438,45802021002,NITROGL SPR 12G 4CMCGPERRS200@,nitroglycerin,7171058997,7171058997,12/05/2019,Y,1,1,0,1,EA,116.81,116.81
467367,ESTATES PHY & SURG SUPPL,2002434,35388500972,ONE TOUCH ULTRA TEST STRIP  50,blood sugar diagnostic,7171058996,7171058996,12/05/2019,N,48,48,0,48,EA,63.10,"3,028.80"
467367,ESTATES PHY & SURG SUPPL,2004315,66993089749,AUGMENTED BETA OI0.05%PRAS50G@,betamethasone/propylene glyc,7171058997,7171058997,12/05/2019,Y,2,2,0,2,EA,39.09,78.18
467367,ESTATES PHY & SURG SUPPL,3461811,50111078751,AZITHROMY TB BP 250MG TEV 1X6@,azithromycin,7171058997,7171058997,12/05/2019,Y,10,0,0,0,EA,0.00,0.00
467367,ESTATES PHY & SURG SUPPL,3509494,01093977744,SM GAS RELIEF SFTGEL 125MG 50,simethicone,7171058999,7171058999,12/05/2019,N,6,6,0,6,EA,2.64,15.84
467367,ESTATES PHY & SURG SUPPL,3522323,31722072890,MONTELUK SOD CHW TB 5MGCAMB90@,montelukast sodium,7171058998,7171058998,12/05/2019,Y,2,2,0,2,EA,3.89,7.78
467367,ESTATES PHY & SURG SUPPL,3562618,61442011701,GLIMEPIR TAB 4MG CARL  100,glimepiride,7171058997,7171058997,12/05/2019,N,3,3,0,3,EA,14.33,42.99
467367,ESTATES PHY & SURG SUPPL,3572138,00093735301,CALCITR CAP 0.5MCG  TEV   100@,calcitriol,7171058997,7171058997,12/05/2019,Y,4,4,0,4,EA,15.35,61.40
467367,ESTATES PHY & SURG SUPPL,3779915,51672139509,TRETINOIN CRM .1% TARO 45GM@,tretinoin,7171058997,7171058997,12/05/2019,Y,1,1,0,1,EA,92.49,92.49
467367,ESTATES PHY & SURG SUPPL,3936184,16714095503,KETOCONAZOLE CRM 2% NSTR 60G@,ketoconazole,7171058997,7171058997,12/05/2019,Y,10,10,0,10,EA,19.42,194.20
467367,ESTATES PHY & SURG SUPPL,1165133,38290326895,ALCOHOL SWAB REG 326895 BD 100,alcohol antiseptic pads,7170772779,7170772779,12/04/2019,N,48,48,0,48,BX,1.72,82.56
467367,ESTATES PHY & SURG SUPPL,1403476,00603459315,METHYLPRED TAB  4MG  PAR   21@,methylprednisolone,7170772778,7170772778,12/04/2019,Y,12,12,0,12,EA,2.92,35.04
467367,ESTATES PHY & SURG SUPPL,1437102,61314064305,TOBRAMY O/S 0.3%    FAL   5ML,tobramycin,7170772778,7170772778,12/04/2019,Y,3,3,0,3,EA,10.15,30.45
467367,ESTATES PHY & SURG SUPPL,1700608,69907370822,FREESTYLE LITE TEST STRIPS  50,blood sugar diagnostic,7170772783,7170772783,12/04/2019,N,48,48,0,48,EA,72.58,"3,483.84"
467367,ESTATES PHY & SURG SUPPL,1895176,60758088005,FLUOROM OPH SUS 0.1% GRE  5ML,fluorometholone,7170772781,7170772781,12/04/2019,Y,1,1,0,1,EA,68.67,68.67
467367,ESTATES PHY & SURG SUPPL,1904937,16714008211,HYDROXYZ TAB 25MG   500 NSTAR@,hydroxyzine HCl,7170772778,7170772778,12/04/2019,Y,6,6,0,6,EA,15.41,92.46
467367,ESTATES PHY & SURG SUPPL,2035095,16714040101,CEFUROXIME AXETIL TAB 500MG20@,cefuroxime axetil,7170772781,7170772781,12/04/2019,Y,3,3,0,3,EA,7.78,23.34
467367,ESTATES PHY & SURG SUPPL,2231264,30536333401,VIT D TAB 1000IU WAT 100@,cholecalciferol (vitamin D3),7170772779,7170772779,12/04/2019,Y,12,12,0,12,EA,1.39,16.68
467367,ESTATES PHY & SURG SUPPL,2567097,30904673080,MAPAP TAB 500MG     MMP  1000@,acetaminophen,7170772780,7170772780,12/04/2019,Y,3,3,0,3,EA,9.04,27.12
467367,ESTATES PHY & SURG SUPPL,3508587,30904646220,DIMAPHEN CLD&ALL PE MMP 118ML,brompheniramine/phenylephrine,7170772779,7170772779,12/04/2019,Y,12,12,0,12,EA,1.20,14.40
467367,ESTATES PHY & SURG SUPPL,3518990,31722070110,LOSARTAN TAB  50MG CAMB1000@,losartan potassium,7170772778,7170772778,12/04/2019,Y,6,6,0,6,EA,99.01,594.06
467367,ESTATES PHY & SURG SUPPL,3522323,31722072890,MONTELUK SOD CHW TB 5MGCAMB90@,montelukast sodium,7170772781,7170772781,12/04/2019,Y,6,6,0,6,EA,3.89,23.34
467367,ESTATES PHY & SURG SUPPL,1423789,50383079516,LACTULOSE SOL       HI-T 16OZ@,lactulose,7170562395,7170562395,12/03/2019,Y,6,6,0,6,EA,7.28,43.68
467367,ESTATES PHY & SURG SUPPL,1489079,30193731150,CONTOUR NEXT TEST STRIPS 50,blood sugar diagnostic,7170562390,7170562390,12/03/2019,N,48,48,0,48,EA,56.14,"2,694.72"
467367,ESTATES PHY & SURG SUPPL,1805050,00121072716,RANITID SYRP 15/MLA/FP/A 16OZ@,ranitidine HCl,7170562397,7170562397,12/03/2019,Y,1,1,0,1,EA,52.18,52.18
467367,ESTATES PHY & SURG SUPPL,1860352,30904323352,CALC CARB+D TB 6C/400IU MMP60@,calcium carbonate/vitamin D3,7170562390,7170562390,12/03/2019,Y,48,48,0,48,EA,1.19,57.12
467367,ESTATES PHY & SURG SUPPL,2239382,30904546052,OYST CAL+D TB 500MG MMP    60@,calcium carbonate/vitamin D3,7170562390,7170562390,12/03/2019,Y,48,48,0,48,EA,1.13,54.24
467367,ESTATES PHY & SURG SUPPL,2284719,30904531360,PRENATAL TAB         MMP  100@,prenatal no.137/iron/folic acd,7170562390,7170562390,12/03/2019,Y,12,12,0,12,EA,2.27,27.24
467367,ESTATES PHY & SURG SUPPL,3237773,00228284903,FLUVOXAM ER CAP 150MG ACT 30@,fluvoxamine maleate,7170562394,7170562394,12/03/2019,Y,1,1,0,1,EA,172.02,172.02
467367,ESTATES PHY & SURG SUPPL,3511912,01093978944,SM CLEARLAX PLY GLYC    17.9OZ,polyethylene glycol 3350,7170562390,7170562390,12/03/2019,N,8,8,0,8,EA,9.39,75.12
467367,ESTATES PHY & SURG SUPPL,3904125,30536117810,MECLIZ HCI CPLT12.5MG MMP1000@,meclizine HCl,7170562398,7170562398,12/03/2019,Y,1,1,0,1,EA,22.63,22.63
467367,ESTATES PHY & SURG SUPPL,1206127,00472011745,TRETINOIN CRM .025% ACTA 45GM@,tretinoin,7170254016,7170254016,12/02/2019,Y,12,12,0,12,EA,45.56,546.72
467367,ESTATES PHY & SURG SUPPL,1206127,00472011745,TRETINOIN CRM .025% ACTA 45GM@,tretinoin,7170332055,7170332055,12/02/2019,Y,12,12,0,12,EA,45.56,546.72
467367,ESTATES PHY & SURG SUPPL,1331081,45802037632,BETAMET DIP CRM 0.05%PER 50GM@,betamethasone/propylene glyc,7170254018,7170254018,12/02/2019,Y,6,6,0,6,EA,4.19,25.14
467367,ESTATES PHY & SURG SUPPL,1331081,45802037632,BETAMET DIP CRM 0.05%PER 50GM@,betamethasone/propylene glyc,7170332055,7170332055,12/02/2019,Y,6,6,0,6,EA,4.19,25.14
467367,ESTATES PHY & SURG SUPPL,1344761,30087040203,POLY-VI-SOL DROPS         50ML,pediatric multivitamin no.81,7170254023,7170254023,12/02/2019,N,8,8,0,8,EA,7.31,58.48
467367,ESTATES PHY & SURG SUPPL,1367523,35789644101,BISACOD TAB 5GR     GERI  100@,bisacodyl,7170254019,7170254019,12/02/2019,Y,12,12,0,12,EA,1.15,13.80
467367,ESTATES PHY & SURG SUPPL,1416064,64980050448,CYPROHEPT SRP 2MG/5ML RIS 16Z@,cyproheptadine HCl,7170332055,7170332055,12/02/2019,Y,4,4,0,4,EA,24.71,98.84
467367,ESTATES PHY & SURG SUPPL,1423789,50383079516,LACTULOSE SOL       HI-T 16OZ@,lactulose,7170254022,7170254022,12/02/2019,Y,4,4,0,4,EA,7.28,29.12
467367,ESTATES PHY & SURG SUPPL,1426378,30904759080,FERR SO4 FC TB 325MG MMP 1000@,ferrous sulfate,7170254019,7170254019,12/02/2019,Y,6,6,0,6,EA,6.88,41.28
467367,ESTATES PHY & SURG SUPPL,1700137,69907370805,FREESTYLE LITE GLUCOSE MONITOR,blood-glucose meter,7170254019,7170254019,12/02/2019,N,12,12,0,12,EA,15.75,189.00
467367,ESTATES PHY & SURG SUPPL,1700608,69907370822,FREESTYLE LITE TEST STRIPS  50,blood sugar diagnostic,7170254019,7170254019,12/02/2019,N,48,48,0,48,EA,72.58,"3,483.84"
467367,ESTATES PHY & SURG SUPPL,1763432,55111062560,ZAFIRLUKAS TAB 10MG  DR/R  60@,zafirlukast,7170254022,7170254022,12/02/2019,Y,1,1,0,1,EA,48.88,48.88
467367,ESTATES PHY & SURG SUPPL,1865526,66685100100,AMOXICIL CLV 875/125 SAN   20@,amoxicillin/potassium clav,7170332055,7170332055,12/02/2019,Y,24,24,0,24,EA,4.82,115.68
467367,ESTATES PHY & SURG SUPPL,1875111,30904053046,TAB-A-VITE          MMP    30,multivitamin,7170254021,7170254021,12/02/2019,N,48,48,0,48,EA,0.85,40.80
467367,ESTATES PHY & SURG SUPPL,1902451,34580228001,BENZOYL PRX WSH 5% PER 5OZ@,benzoyl peroxide,7170254019,7170254019,12/02/2019,Y,6,6,0,6,EA,4.60,27.60
467367,ESTATES PHY & SURG SUPPL,2035095,16714040101,CEFUROXIME AXETIL TAB 500MG20@,cefuroxime axetil,7170254024,7170254024,12/02/2019,Y,1,1,0,1,EA,7.78,7.78
467367,ESTATES PHY & SURG SUPPL,2044915,65862022660,CLARITH TAB 500MG AURO 60@,clarithromycin,7170332055,7170332055,12/02/2019,Y,4,4,0,4,EA,23.73,94.92
467367,ESTATES PHY & SURG SUPPL,2080729,16714085402,METOPROL SUCC ER 100MG500NSTR@,metoprolol succinate,7170332055,7170332055,12/02/2019,Y,1,1,0,1,EA,58.94,58.94
467367,ESTATES PHY & SURG SUPPL,2107407,00574010770,CLOTRIMAZ TROCHE 10MG PADD 70@,clotrimazole,7170254022,7170254022,12/02/2019,Y,1,1,0,1,EA,19.53,19.53
467367,ESTATES PHY & SURG SUPPL,2123107,00168005760,BETAMET DIP LO 0.05%FOUG 60ML@,betamethasone dipropionate,7170332055,7170332055,12/02/2019,Y,1,1,0,1,EA,18.77,18.77
467367,ESTATES PHY & SURG SUPPL,2141786,00781518892,LEVOTHYROX TAB 175MCG SAN  90@,levothyroxine sodium,7170332055,7170332055,12/02/2019,Y,2,2,0,2,EA,22.38,44.76
467367,ESTATES PHY & SURG SUPPL,2155539,00781518592,LEVOTHYROX TB 112MCG SAN   90@,levothyroxine sodium,7170332055,7170332055,12/02/2019,Y,2,2,0,2,EA,17.59,35.18
467367,ESTATES PHY & SURG SUPPL,3305182,01093972044,SM TRUE METRIX TEST STRIPS  50,blood sugar diagnostic,7170254019,7170254019,12/02/2019,N,24,24,0,24,EA,27.50,660.00
467367,ESTATES PHY & SURG SUPPL,3511904,01093978844,SM CLEARLAX PLY GLYC PWD 8.3OZ,polyethylene glycol 3350,7170254023,7170254023,12/02/2019,N,6,6,0,6,EA,5.35,32.10
467367,ESTATES PHY & SURG SUPPL,3511912,01093978944,SM CLEARLAX PLY GLYC    17.9OZ,polyethylene glycol 3350,7170254023,7170254023,12/02/2019,N,6,6,0,6,EA,9.39,56.34
467367,ESTATES PHY & SURG SUPPL,3511912,01093978944,SM CLEARLAX PLY GLYC    17.9OZ,polyethylene glycol 3350,7170254025,7170254025,12/02/2019,N,6,6,0,6,EA,9.39,56.34
467367,ESTATES PHY & SURG SUPPL,3567252,30904674880,BISACOD EC TAB 5MG  MMP  1000@,bisacodyl,7170254019,7170254019,12/02/2019,Y,6,6,0,6,EA,11.99,71.94
467367,ESTATES PHY & SURG SUPPL,3583101,49884033611,FLUOXETINE TAB 20MG PAR 30@,fluoxetine HCl,7170332055,7170332055,12/02/2019,Y,4,4,0,4,EA,16.34,65.36
467367,ESTATES PHY & SURG SUPPL,3608221,16714070101,LAMOTRIGINE TB 100MG 100 NSTR@,lamotrigine,7170332055,7170332055,12/02/2019,Y,2,2,0,2,EA,2.79,5.58
467367,ESTATES PHY & SURG SUPPL,3729126,00378103093,EPLERENONE TAB 25MG MYLN 30,eplerenone,7170254017,7170254017,12/02/2019,Y,4,4,0,4,EA,10.43,41.72
467367,ESTATES PHY & SURG SUPPL,3744471,10370034611,MEMANTINE HCI ER CAP 7MGPAR30@,memantine HCl,7170254017,7170254017,12/02/2019,Y,1,1,0,1,EA,41.46,41.46
467367,ESTATES PHY & SURG SUPPL,3744471,10370034611,MEMANTINE HCI ER CAP 7MGPAR30@,memantine HCl,7170332055,7170332055,12/02/2019,Y,1,1,0,1,EA,41.46,41.46
467367,ESTATES PHY & SURG SUPPL,1260728,00168033260,FLUTICAS CRM 0.05%  SAN  60GM,fluticasone propionate,7169992102,7169992102,11/29/2019,Y,8,8,0,8,EA,7.81,62.48
467367,ESTATES PHY & SURG SUPPL,2464444,00781163501,ISOSOR OR TB 5MG    SAN   100@,isosorbide dinitrate,7169992102,7169992102,11/29/2019,Y,6,6,0,6,EA,12.89,77.34
467367,ESTATES PHY & SURG SUPPL,3431137,27241011003,RANITIDINE CAP 300MG AJAN 30@,ranitidine HCl,7169992102,7169992102,11/29/2019,Y,6,6,0,6,EA,12.50,75.00
467367,ESTATES PHY & SURG SUPPL,3548963,64764073030,TRINTELLIX TAB 10MG       30,vortioxetine hydrobromide,7169988299,7169988299,11/29/2019,N,1,1,0,1,EA,372.16,372.16
467367,ESTATES PHY & SURG SUPPL,3638335,51672138603,FLUOCINON CRM 0.05% TARO 60GM@,fluocinonide,7169992102,7169992102,11/29/2019,Y,6,6,0,6,EA,20.23,121.38
467367,ESTATES PHY & SURG SUPPL,3772514,16714078501,ARIPIPRAZOLE TB10MG 30NSTAR@,aripiprazole,7169992100,7169992100,11/29/2019,Y,3,3,0,3,EA,2.94,8.82
467367,ESTATES PHY & SURG SUPPL,3621554,13517011201,PHENOBARB TAB 64.8MG E5P 100@,phenobarbital,7170136761,7170136761,11/28/2019,Y,3,0,0,0,EA,0.00,0.00
467367,ESTATES PHY & SURG SUPPL,1133370,35038391750,VIT D DROPS         HI-T 50ML@,cholecalciferol (vitamin D3),7169745966,7169745966,11/27/2019,Y,8,8,0,8,EA,3.49,27.92
467367,ESTATES PHY & SURG SUPPL,1145101,29300012601,BISOPR TAB 5MG      UNIC  100@,bisoprolol fumarate,7169745964,7169745964,11/27/2019,Y,4,4,0,4,EA,28.81,115.24
467367,ESTATES PHY & SURG SUPPL,1209808,01093958044,SM MILK OF MAG ORIG       12OZ,magnesium hydroxide,7169745965,7169745965,11/27/2019,N,12,12,0,12,EA,1.85,22.20
467367,ESTATES PHY & SURG SUPPL,1239342,34580265087,LORATADINE TAB 10MG PER   300@,loratadine,7169745965,7169745965,11/27/2019,Y,12,12,0,12,EA,12.00,144.00
467367,ESTATES PHY & SURG SUPPL,1257104,01093926544,SM ALCOHOL PREP STRL PADS  100,alcohol antiseptic pads,7169745965,7169745965,11/27/2019,N,48,48,0,48,EA,1.32,63.36
467367,ESTATES PHY & SURG SUPPL,1403476,00603459315,METHYLPRED TAB  4MG  PAR   21@,methylprednisolone,7169745964,7169745964,11/27/2019,Y,6,6,0,6,EA,2.92,17.52
467367,ESTATES PHY & SURG SUPPL,1439421,35483855840,LORATADINE O/S ALL CHL SILA4Z@,loratadine,7169745965,7169745965,11/27/2019,Y,24,24,0,24,EA,3.46,83.04
467367,ESTATES PHY & SURG SUPPL,1780550,65862006399,METOPROLOL TAB 50MG AURO1000@,metoprolol tartrate,7169745964,7169745964,11/27/2019,Y,2,2,0,2,EA,15.53,31.06
467367,ESTATES PHY & SURG SUPPL,1902428,34580231834,BENZOYL PRX WSH 10% PER 8OZ@,benzoyl peroxide,7169745965,7169745965,11/27/2019,Y,6,6,0,6,EA,6.85,41.10
467367,ESTATES PHY & SURG SUPPL,1949775,59762311001,AZITHROMY O/S 300MG GRE  15ML@,azithromycin,7169745967,7169745967,11/27/2019,Y,6,6,0,6,EA,6.00,36.00
467367,ESTATES PHY & SURG SUPPL,2078392,16714085202,METOPROL SUCC ER 25MG 500NSTR@,metoprolol succinate,7169745964,7169745964,11/27/2019,Y,4,4,0,4,EA,34.80,139.20
467367,ESTATES PHY & SURG SUPPL,2080679,16714085302,METOPROL SUCC ER 50MG 500NSTR@,metoprolol succinate,7169745964,7169745964,11/27/2019,Y,4,4,0,4,EA,34.11,136.44
467367,ESTATES PHY & SURG SUPPL,2166072,00093417773,CEPHALEX OS 250MG/5MLTEV100ML@,cephalexin,7169745964,7169745964,11/27/2019,Y,3,3,0,3,EA,18.20,54.60
467367,ESTATES PHY & SURG SUPPL,3570843,62175047032,PAROXETIN CR TB 12.5MG LAN 30@,paroxetine HCl,7169709453,7169709453,11/27/2019,Y,1,1,0,1,EA,26.40,26.40
467367,ESTATES PHY & SURG SUPPL,3701059,33342006510,VALSARTAN TAB 320MG MACL 90@,valsartan,7169745964,7169745964,11/27/2019,Y,4,0,0,0,EA,0.00,0.00
467367,ESTATES PHY & SURG SUPPL,3723194,16729032215,OLMES+MEDOX TAB 40MG ACCO 90,olmesartan medoxomil,7169745968,7169745968,11/27/2019,Y,3,3,0,3,EA,11.14,33.42
467367,ESTATES PHY & SURG SUPPL,3741675,43547040211,FUROSEMIDE TAB 40MG SOLC1000@,furosemide,7169745964,7169745964,11/27/2019,Y,1,1,0,1,EA,16.75,16.75
467367,ESTATES PHY & SURG SUPPL,3790961,31013565201,CYANOCOBALA 1000MCG TAB MAR100,cyanocobalamin (vitamin B-12),7169745965,7169745965,11/27/2019,Y,48,48,0,48,EA,2.12,101.76
467367,ESTATES PHY & SURG SUPPL,3792900,68180096803,LEVOTHY SOD TB0.088MG LUP1000@,levothyroxine sodium,7169745964,7169745964,11/27/2019,Y,1,1,0,1,EA,180.00,180.00
467367,ESTATES PHY & SURG SUPPL,3960028,69918056030,MESALAMINE R/SU 1000MG AMR 30@,mesalamine,7169745964,7169745964,11/27/2019,Y,1,1,0,1,CT,116.35,116.35
467367,ESTATES PHY & SURG SUPPL,1133370,35038391750,VIT D DROPS         HI-T 50ML@,cholecalciferol (vitamin D3),7169474289,7169474289,11/26/2019,Y,20,20,0,20,EA,3.49,69.80
467367,ESTATES PHY & SURG SUPPL,1367630,30472033956,HYDROCORT+ALO CRM 1% ALPH 1OZ@,hydrocortisone/aloe vera,7169474284,7169474284,11/26/2019,Y,12,12,0,12,EA,1.26,15.12
467367,ESTATES PHY & SURG SUPPL,1700608,69907370822,FREESTYLE LITE TEST STRIPS  50,blood sugar diagnostic,7169474284,7169474284,11/26/2019,N,48,48,0,48,EA,72.58,"3,483.84"
467367,ESTATES PHY & SURG SUPPL,1702620,00115552210,FENOFIBR TAB 160MG  GPC    90@,fenofibrate,7169474288,7169474288,11/26/2019,Y,12,12,0,12,EA,14.25,171.00
467367,ESTATES PHY & SURG SUPPL,1924273,30904549280,THERA-M TAB        MMP   1000@,"multivit,calc,mins/iron/folic",7169474284,7169474284,11/26/2019,Y,2,2,0,2,EA,23.94,47.88
467367,ESTATES PHY & SURG SUPPL,2046209,23155001801,TETRACYC CAP 500MG HERI 100@,tetracycline HCl,7169474288,7169474288,11/26/2019,Y,2,2,0,2,EA,97.50,195.00
467367,ESTATES PHY & SURG SUPPL,2231264,30536333401,VIT D TAB 1000IU WAT 100@,cholecalciferol (vitamin D3),7169474284,7169474284,11/26/2019,Y,12,12,0,12,EA,1.39,16.68
467367,ESTATES PHY & SURG SUPPL,2239382,30904546052,OYST CAL+D TB 500MG MMP    60@,calcium carbonate/vitamin D3,7169474284,7169474284,11/26/2019,Y,48,48,0,48,EA,1.13,54.24
